spent,date,shown,link
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01675498318769160193?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 22 Apr - 18 May 2024 (24 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01371851140328587265?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 20 Apr - 18 May 2024 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00851500665413828609?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 20 Apr - 18 May 2024 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00562144389355274241?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 19 Apr - 18 May 2024 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00426537222255149057?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00204665671374602241?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR00124173723640004609?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16791830468038230017?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 21 Apr - 24 May 2024 (28 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14899793607740358657?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (30 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14767846714849099777?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13496342331430797313?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹60K – ₹70K,From 21 Apr - 17 May 2024 (26 days),Shown 225K – 250K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12856285276820996097?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11305904062668472321?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR05152661510413090817?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03760967311939338241?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02076395651419078657?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 17 May 2024 (29 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02043260219248607233?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01635694348576227329?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18372749518140604417?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 19 Apr - 22 May 2024 (26 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17988886919139819521?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17900982613766569985?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17722552217543639041?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 20 Apr - 18 May 2024 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16332624384499908609?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (30 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15570103175032602625?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14636435833876381697?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (29 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13386930479106621441?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 19 Apr - 18 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12453400027148058625?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (24 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11671059021078462465?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (35 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11497670435424698369?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 22 Apr - 18 May 2024 (22 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR11028413166341062657?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10239093010214158337?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR10232977526540468225?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (36 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09625298890345414657?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 14 Apr - 18 May 2024 (24 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09583359118815526913?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
,,,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08199666066457100289?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹1K – ₹1.5K,From 21 Apr - 22 May 2024 (31 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR07547104266104602625?region=20471&start-date=2024-05-01&end-date=2024-05-31&topic=political
Spent ₹0 – ₹250,From 23 Nov - 24 Dec 2023 (17 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15133435224437817345?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 21 Dec 2023 (17 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12215412728180768769?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 25 Dec 2023 (19 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09706034723502948353?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 18 Dec 2023 (30 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR08598143717611667457?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 17 Oct 2023 - 18 Feb 2024 (74 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16222939784572567553?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 24 Dec 2023 (19 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15624890533774622721?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 17 Oct 2023 - 22 Apr 2024 (95 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14376886149815730177?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 18 Dec 2023 (34 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12342605332793524225?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 26 Oct 2023 - 22 Apr 2024 (86 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06862447652617846785?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Oct 2023 - 25 Mar 2024 (69 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR06198338231394631681?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 22 Dec 2023 (29 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04905192023167860737?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 9 Dec 2023 (13 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03980270747254784001?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Oct 2023 - 29 Jan 2024 (65 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR01281322231980359681?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 23 Dec 2023 (17 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18352383058100879361?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 24 Dec 2023 (21 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15032667182775402497?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 7 Dec 2023 (20 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13371677847647682561?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 26 Dec 2023 (28 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR09987509700213604353?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 19 Dec 2023 (28 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR04999767615342641153?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 24 Dec 2023 (24 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR03283578398454054913?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 22 Dec 2023 (28 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02773863499514773505?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 21 Dec 2023 (23 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR02011592978698600449?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 1 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18377674024562982913?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 13 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18306531224199364609?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 2 Dec 2023 (9 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18270783902157111297?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR18228844130627223553?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 2 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17963947590240174081?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 21 Dec 2023 (27 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17959443990612803585?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 14 Dec 2023 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17907962657177075713?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17860364798810652673?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 2 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17829965501325901825?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17540609225267347457?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 5 Dec 2023 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17321334720851607553?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 21 Dec 2023 (13 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17171877005776388097?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 23 Dec 2023 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17124026259735576577?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 1 Dec 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17074486663834501121?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 19 Dec 2023 (31 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR17066599866928463873?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 18 Dec 2023 (31 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16997357022657642497?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16990044170821304321?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 13 Dec 2023 (9 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16683194664764833793?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 22 Dec 2023 (15 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16664054366348509185?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 12 Dec 2023 (9 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16640199362072281089?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 11 Dec 2023 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16610891879633911809?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 1 Dec 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16520543909667930113?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 21 Dec 2023 (20 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16458056464838164481?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 20 Dec 2023 (19 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR16094349013486141441?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 23 Dec 2023 (36 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15975884332174671873?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 6 Dec 2023 (19 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15908611812740825089?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 2 Dec 2023 (10 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15856854501886525441?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 1 Dec 2023 (8 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15755453141526511617?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 9 Dec 2023 (21 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15636144035284910081?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 24 Dec 2023 (21 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15564894582293397505?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 30 Nov 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15442494748866117633?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 1 Dec 2023 (8 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15423101562775404545?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 2 Dec 2023 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15378276672734232577?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 1 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15291061211395784705?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 13 Dec 2023 (21 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15280359664722640897?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 1 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15233880009681666049?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15114534619556347905?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR15083051203606609921?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 22 Dec 2023 (29 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14941427508879294465?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 15 Dec 2023 (19 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14915531811021914113?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 23 Dec 2023 (32 days),Shown 1K – 2K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14863776699190870017?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 11 Dec 2023 (8 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14814271188150255617?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 20 Dec 2023 (27 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14703932997279678465?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 25 Dec 2023 (36 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14634656068148396033?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 14 Dec 2023 (16 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14556974472134393857?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 24 Dec 2023 (25 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14370075087598518273?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 15 Dec 2023 (28 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14303078545583243265?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 3 Dec 2023 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14140983043858366465?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 25 Dec 2023 (18 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR14091443447957291009?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 23 Dec 2023 (29 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13713141079258169345?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 15 Dec 2023 (20 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13650090684474982401?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (5 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13268944978706432001?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 20 Dec 2023 (17 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13243288974383906817?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 - 29 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR13136651739652423681?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 30 Nov 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12982080195996418049?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 3 Dec 2023 (11 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12662606097429823489?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 14 Nov - 23 Dec 2023 (33 days),Shown 2K – 3K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12597058711739957249?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 9 Dec 2023 (6 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12560190987349000193?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 1 Dec 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12419411717551816705?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 - 28 Nov 2023 (7 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12359739022489157633?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 15 Dec 2023 (21 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12351857723141259265?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 20 Dec 2023 (20 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12262390461989126145?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 22 Nov - 25 Dec 2023 (19 days),Shown 3K – 4K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12219916327808139265?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
Spent ₹0 – ₹250,From 23 Nov - 18 Dec 2023 (12 days),Shown 0 – 1K times,https://adstransparency.google.com/advertiser/AR01871034538939908097/creative/CR12166126019954081793?region=20471&start-date=2023-11-01&end-date=2023-11-30&topic=political
